DESCRIPTION,HASHTAGS,DATE_POSTED,COMMENTS_COUNT,LIKES_COUNT,VIDEO_VIEW_COUNT,COMMENT_TEXT,SENTIMENT
"Follow @the.sisofficial for more.
@phdwith.em @phdwithfloli 

Please like + save this post + turn on the notifications.  Instagram often shadow-banned activist account so let’s make sure we bring awareness on this platform 💕

#feminism #feminist #feminisme #feministe #genderequality #womensupportingwomen #respectwomen #womeninsport #womensrights #internalizedmisogyny #smashthepatriarchy #equalrights #equality #yesallwomen #maleprivilege #metoo #stereotypes #endvaw #endviolenceagainstwomen #dvawareness #datingredflags","[""#feminism"",""#feminist"",""#feminisme"",""#feministe"",""#genderequality"",""#womensupportingwomen"",""#respectwomen"",""#womeninsport"",""#womensrights"",""#internalizedmisogyny"",""#smashthepatriarchy"",""#equalrights"",""#equality"",""#yesallwomen"",""#maleprivilege"",""#metoo"",""#stereotypes"",""#endvaw"",""#endviolenceagainstwomen"",""#dvawareness"",""#datingredflags""]",2024-02-28,87,1134,0,"[""Wtaf"",""Today on why I’m single"",""Disgusting 🤮🤮🤮"",""I get it, it's hard when your sex drive is higher than your partner's. That's not an excuse to shame them. Have an open conversation and see if there's a compromise (maybe non penetrative stuff, maybe you need to do something differently for your partner to be more attracted to you, maybe they won't mind you opening the relationship), if you care about it so much you're going to publicly shame them, just leave."",""Appalling."",""How about we make sheet about how many times men refuse to wash the dishes?"",""if you read the “excuses” one of them is her saying she’s too tender from yesterday. to me that’s a huge red flag, it sounds like he’s not gentle or patient with her. maybe it’s painful for her and that’s why she doesn’t want to have sex with him."",""Divorce 👏🏼""]",neutral
"It is not your fault!!
You're not over sensitive!!
You haven't done anything wrong!!

Narcissists demonstrate a profound lack of empathy, unable to genuinely understand or validate the emotions and experiences of others. 

They view individuals as mere instruments for their gratification, treating them as objects to be used and discarded at will. 

This callous disregard for the feelings and needs of others is a fundamental aspect of their personality, deeply ingrained and resistant to change. 

It is so important for you to recognise that the narcissist's behaviour is not your fault; it stems from the narcissist's inherent traits and dysfunctional coping mechanisms.

#narcissisticabuseawareness #narcissisticbehavior #narcissisticabuserecovery #narcissist #narcabuse #narcissistsurvivor #narcissism #narcissisticabuseexpert #manipulation #psychologicalabuse #gaslighting #gaslightingawareness #abuserecovery #abusiverelationship #abusivepartner #abuseisabuse #metro #metoomovement #controllingbehaviour #coercivecontrol #physicalabuse #abusesurvivor","[""#narcissisticabuseawareness"",""#narcissisticbehavior"",""#narcissisticabuserecovery"",""#narcissist"",""#narcabuse"",""#narcissistsurvivor"",""#narcissism"",""#narcissisticabuseexpert"",""#manipulation"",""#psychologicalabuse"",""#gaslighting"",""#gaslightingawareness"",""#abuserecovery"",""#abusiverelationship"",""#abusivepartner"",""#abuseisabuse"",""#metro"",""#metoomovement"",""#controllingbehaviour"",""#coercivecontrol"",""#physicalabuse"",""#abusesurvivor""]",2024-02-27,0,5,0,[],negative
"In honor of #TeenDatingViolenceAwarenessMonth we’re answering real questions from real teens who have attended PAVE/Survivors.org presentations.

Today’s question 💭
What should if I don’t feel comfortable sharing sexual experiences with friends that want to know everything?

You’re never obligated to discuss your sexual activity with anyone. It can be difficult when friends of ours want to know our sexual history and we are uncomfortable sharing that information with them. Remember that consent isn’t just for sexual activity, we should practice and respect consent in any and all contexts, including when having personal conversations with friends.

#ShatteringTheSilence #TeenDatingViolenceAwarenessMonth #TeenDatingViolenceAwarenessMonth2024 #TDVAM #TDVAM2024 #CoercionIsNotConsent #ConsentIs #Consent #ConsentIsMandatory #ConsentCulture #EndRapeCulture #Consensual #EndSexualViolence #MeToo #MeTooMovement","[""#TeenDatingViolenceAwarenessMonth"",""#ShatteringTheSilence"",""#TeenDatingViolenceAwarenessMonth"",""#TeenDatingViolenceAwarenessMonth2024"",""#TDVAM"",""#TDVAM2024"",""#CoercionIsNotConsent"",""#ConsentIs"",""#Consent"",""#ConsentIsMandatory"",""#ConsentCulture"",""#EndRapeCulture"",""#Consensual"",""#EndSexualViolence"",""#MeToo"",""#MeTooMovement""]",2024-02-22,1,54,0,"[""Thank you for sharing this!""]",positive
"Reporting your assault is not the only way to find support, healing, or justice.

@callisto 

#crime #metoo #consent #rapeculture #sexualassault #sexualabuse #nomeansno #rapevictim #sexualviolence #survivor #timesup #bhfyp #love #instagram #selfcare #wellness #mentalhealth #support #hope #healing #education #community #awareness #empowerment #mentalhealthmatters #nonprofit #donate #brainerd #healingjourney #abuse","[""#crime"",""#metoo"",""#consent"",""#rapeculture"",""#sexualassault"",""#sexualabuse"",""#nomeansno"",""#rapevictim"",""#sexualviolence"",""#survivor"",""#timesup"",""#bhfyp"",""#love"",""#instagram"",""#selfcare"",""#wellness"",""#mentalhealth"",""#support"",""#hope"",""#healing"",""#education"",""#community"",""#awareness"",""#empowerment"",""#mentalhealthmatters"",""#nonprofit"",""#donate"",""#brainerd"",""#healingjourney"",""#abuse""]",2024-02-13,0,6,0,[],neutral
"Halte aux violences sexistes ! Un concept nouveau: le non-consentement, à posteriori et rétroactif. Eh, oui, la domination et la violence sont présentes dans les relations humaines. Sacré scoop! Une question demeure, jusqu'où est-on prêt-e à aller pour satisfaire un désir de cinéma? Et puis aussi, on l'a toujours entendue, doit-on ""coucher pour réussir""? Nous sommes d'accord, la question est grâve. Quand à toi, conna-rd-sse, si t'arrêtes pas de m'emmerder, j'te colle un-e #MeToo !","[""#MeToo""]",2024-02-28,0,0,0,[],negative
#patriarchy #misogynist #misogyny #abusivehusband #abusivemen #abusiveboyfriend #sexism #womensrights  #smashthepatriarchy #rapeculture #metoo #toxicmasculinity #sexist #racism #eveteasing #stalking #stalker #domesticabuse #toxicmasculinity  #harrassment #molestation #crimeagainstwomen #violenceagainstwomen #womensafety #streetharassment #catcalling #feminism #sexualharassment #domesticviolence #sexualabuse,"[""#patriarchy"",""#misogynist"",""#misogyny"",""#abusivehusband"",""#abusivemen"",""#abusiveboyfriend"",""#sexism"",""#womensrights"",""#smashthepatriarchy"",""#rapeculture"",""#metoo"",""#toxicmasculinity"",""#sexist"",""#racism"",""#eveteasing"",""#stalking"",""#stalker"",""#domesticabuse"",""#toxicmasculinity"",""#harrassment"",""#molestation"",""#crimeagainstwomen"",""#violenceagainstwomen"",""#womensafety"",""#streetharassment"",""#catcalling"",""#feminism"",""#sexualharassment"",""#domesticviolence"",""#sexualabuse""]",2024-02-23,0,10,0,[],negative
"I understand. 😔 #metoo 

#complexptsd #sexualabuse #traumasurvivor #sexualproblems #youarenotalone","[""#metoo"",""#complexptsd"",""#sexualabuse"",""#traumasurvivor"",""#sexualproblems"",""#youarenotalone""]",2024-02-22,0,0,0,[],negative
"""Maybe that's why dictators fear comedians, cartoonists and satirists:  laughter loosens fear's grip, diminishes its ability to control."" - @the_toufahjallow @homeofvisisblesurvivors #metoomovement","[""#metoomovement""]",2024-02-10,0,0,0,[],positive
"My aunt lived in that area, and we were taken there daily. I can remember her telling me I was special and that I would be a star someday. That I had to do everything she said. Listen, practice.
My father was supposed to be watching my sister and me, but he would take us there and leave us with her. For part of that time we stayed with my aunt until we could get our own place. My father was supposed to be looking for work, but he would take off with my blood uncles every day, so it got to be that I never saw either parent for long periods of time. That would change on occasion when my father would take me with him to bars while he drank or played in a band or both. I would be at the bar with one of his girlfriends. It seemed perfectly natural to me.
My aunt began to sexually abuse me the first night. It continued the entire time we were there. Months. I didn't know until years later that my sister was locked in a closet while this went on.
Eventually we got a place of our own and the abuse stopped.
A few months later my cousins came to live with us and the sexual abuse started again. Just different people. It ended a few months later when they were caught. They had us tied up. The cords were tight. Not really cords at all, cloths line. My sister and I were tied back to back. My cousins, a sister and brother had already molested us for over an hour. I cannot recall where my mother was during that period of my life. She was gone a lot. I think she was working because he didn't work. That's all I know.
https://www.amazon.com/Sex.../dp/B0BZYGDNCH/ref=sr_1_1...
#kindleunlimited #kindle #kindlebooks #kindles #freeonku #paperback #amazon #sexlife #abuse #metoo #childabuse #sexualabuse #sexualabusebooks #selfhelp #domesticviolence #truecrime #truestory #abuse #bookstagram #readersofinstagram #readerscommunity #goodreads","[""#kindleunlimited"",""#kindle"",""#kindlebooks"",""#kindles"",""#freeonku"",""#paperback"",""#amazon"",""#sexlife"",""#abuse"",""#metoo"",""#childabuse"",""#sexualabuse"",""#sexualabusebooks"",""#selfhelp"",""#domesticviolence"",""#truecrime"",""#truestory"",""#abuse"",""#bookstagram"",""#readersofinstagram"",""#readerscommunity"",""#goodreads""]",2024-02-24,0,2,0,[],negative
"En 2016 hubo un caso muy famoso donde una joven fue v1ol4d4 durante las fiestas de San Fermín por un grupo de 5 hombres que se hacían llamar a sí mismos “La Manada”  La víctima los denunció y el único delito que procedió, fue que uno de esos hombres le robó su celular para grabar todo el acto. No fue hasta que muchos países comenzaron a manifestarse que los jueces decidieron volver a revisar la evidencia y decidir que serían condenados a 15 años de cárcel. 

Igualmente se narran otros casos como el “caso Pozoblanco” donde 4 de los mismos hombres estuvieron involucrados, el “caso Nagore” y así hasta llegar al primer #MeToo español. 

Esta película documental fue producida en secreto durante casi 4 años y expone, gradualmente, las costuras del machismo en la justicia, los medios y la sociedad, arrojando luz sobre la violencia sexual que viven a diario muchas mujeres y la responsabilidad individual y colectiva hacia este problema universal.","[""#MeToo""]",2024-02-28,0,0,0,[],negative
#bepresent#socialchange#leadership#leadershipdevelopment#youcanchange#youthleadership#wellbeing#learnsomethingnew#transformative#socialjustice#vote#healing#community#positivechange#selfawareness#supportgroup#womensmarch#equity#listen#spiritualdevelopment#breathe#growth#naturelover#blacklivesmatter#oakland#mindbodyspirit#metoo #activelistening#bayarea#heymakenzie,"[""#metoo"",""#heymakenzie""]",2024-02-28,0,8,0,[],positive
"Victim is a victim!

#victimblaming #emotionalabuse #metoo #domesticabuse #rapeculture #gaslighting #narcissisticabuse #narcissist #domesticviolence #domesticviolenceawareness #feminism #abuse #abusesurvivor #feminist #nomeansno #victimshaming #slutshaming #cptsd #traumabonding #abuseawareness #survivor #revengeporn #victimmentality #equality #sexualassault #intimitaviolata #abusiverelationships #traumahealing #rapeawareness #womenempowerment","[""#victimblaming"",""#emotionalabuse"",""#metoo"",""#domesticabuse"",""#rapeculture"",""#gaslighting"",""#narcissisticabuse"",""#narcissist"",""#domesticviolence"",""#domesticviolenceawareness"",""#feminism"",""#abuse"",""#abusesurvivor"",""#feminist"",""#nomeansno"",""#victimshaming"",""#slutshaming"",""#cptsd"",""#traumabonding"",""#abuseawareness"",""#survivor"",""#revengeporn"",""#victimmentality"",""#equality"",""#sexualassault"",""#intimitaviolata"",""#abusiverelationships"",""#traumahealing"",""#rapeawareness"",""#womenempowerment""]",2024-02-21,0,1,124,[],neutral
#sexualassultawareness #metoo #art #painting #acrylicpainting,"[""#sexualassultawareness"",""#metoo"",""#art"",""#painting"",""#acrylicpainting""]",2024-02-28,0,0,0,[],neutral
"Inhale positivity, exhale negativity 🌬️☮️ over 🧠🙏🏽❤️

#positivequotestoday #positivethought #affirmations #successmindset #mindset #selflove #inspirationalquotes #selfbelief #powerofpositivity #positivethoughts #youmatter #worth #history #slay #metoo #timesup #selfworth #believe #empowerment #inspirationalwomen #mentalhealth #mindset #bosslady #bossbabe #wealthy #loveyourself #womeninbusiness #mentalhealthmatters #selflovejourney #bullyingawareness #mumlife","[""#positivequotestoday"",""#positivethought"",""#affirmations"",""#successmindset"",""#mindset"",""#selflove"",""#inspirationalquotes"",""#selfbelief"",""#powerofpositivity"",""#positivethoughts"",""#youmatter"",""#worth"",""#history"",""#slay"",""#metoo"",""#timesup"",""#selfworth"",""#believe"",""#empowerment"",""#inspirationalwomen"",""#mentalhealth"",""#mindset"",""#bosslady"",""#bossbabe"",""#wealthy"",""#loveyourself"",""#womeninbusiness"",""#mentalhealthmatters"",""#selflovejourney"",""#bullyingawareness"",""#mumlife""]",2023-12-17,1,248,0,"[""Damn right girl! 🙌❤️""]",positive
"Approximately 1 in 15 males and 1 in 11 females experience teen dating violence. Help kids and their adult allies recognize the signs of abusive relationships and learn where to get help. There’s a *terrific* presentation about teen dating violence on our @sashclubs Power Topic webpage, link to Power Topics in our highlights and linktree. 

Our teen dating violence presentation includes a short engaging video from @jewishwomenintl and links to @rainn @loveisrespectofficial.
 
The Power Topics page offers 17 presentations on a variety of relevant topics. Share @sashclub free resources today to improve and save lives! 
 

#teendatingviolence #tdvam
#sexdiscrimination #titleix #sexualharassment #studentclub #teen #parenting #rapevictim #rapeculture #believe #believesurvivors #sexualassault #students #counseling #teenproblems #lgbtqstudents #metook12 #sashclub #ssais #lgbqt @malesurvivorspartnership @1in6org @timothyblennon","[""#teendatingviolence"",""#tdvam"",""#sexdiscrimination"",""#titleix"",""#sexualharassment"",""#studentclub"",""#teen"",""#parenting"",""#rapevictim"",""#rapeculture"",""#believe"",""#believesurvivors"",""#sexualassault"",""#students"",""#counseling"",""#teenproblems"",""#lgbtqstudents"",""#metook12"",""#sashclub"",""#ssais"",""#lgbqt""]",2024-02-23,0,6,0,[],positive
"Sexual violence is never ok. This includes during wartime.

The UN has stated that they have “credible” reports of sexual violence being committed against Palestinian women and girls by the IDF. Women have reported being stripped and humiliated, subjected to image based abuse, sexual assault, and rape, as well as being threatened with these violations. There is no way to frame this as self defence. 

Just as the UN’s Special Representative on Sexual Violence in Conflict called for an investigation into sexual violence on the 7th of October, the UN is now calling for investigations into these crimes. Sexual violence against anyone is not ok, and sexual violence against one group does NOT justify sexual violence against another group. 

If as a survivor you are struggling because of hearing such news, please remember there is help available, including many support services pinned on our page 💖

.

Survivors, we see you, we hear you, we believe you, and we stand by you. 

📌 See our pinned post for national and state based services. If you or someone you know is at immediate risk, contact emergency services on 000.

💖💬 Like/comment/share/save to help this post reach more survivors in need of support 🌟 Follow to join our community of survivors 💖

Not getting our posts on your feed? Add us to your Favourites feed ✅

.
.
.

#believesurvivors #supportsurvivors #feminism #warcrimes #icj #sexualassaultawareness #abuse #sexualassault #sexualassaultsurvivor #survivorssupportingsurvivors #abuseawareness #endgenderbasedviolence #endgbv #genderbasedviolence #endrapeculture #abusesurvivor #sexualabuseawareness #supportingsurvivorsofsexualviolence #noexcuseforabuse #enoughisenough #violenceagainstwomen #endviolenceagainstwomen #rapesurvivor #ceasefirenow #freepalestine #endtheseige #freegaza #metoomovement #metoo #empoweredhearts","[""#believesurvivors"",""#supportsurvivors"",""#feminism"",""#warcrimes"",""#icj"",""#sexualassaultawareness"",""#abuse"",""#sexualassault"",""#sexualassaultsurvivor"",""#survivorssupportingsurvivors"",""#abuseawareness"",""#endgenderbasedviolence"",""#endgbv"",""#genderbasedviolence"",""#endrapeculture"",""#abusesurvivor"",""#sexualabuseawareness"",""#supportingsurvivorsofsexualviolence"",""#noexcuseforabuse"",""#enoughisenough"",""#violenceagainstwomen"",""#endviolenceagainstwomen"",""#rapesurvivor"",""#ceasefirenow"",""#freepalestine"",""#endtheseige"",""#freegaza"",""#metoomovement"",""#metoo"",""#empoweredhearts""]",2024-02-23,2,16,0,"[""👏👏""]",negative
"My Sunday kind of love. God did not give me daughters, He gave me my best friends. 

Haven’t seen my beautiful children in over 3 years because of unjustified acts of corruption. I miss them soOo much. I love them soOo much. Every day I miss them & love them even more. 

There is a war at home. If only someone knew? 

❤️🤍💙 🤫❤️‍🩹💔

Post separation abuse is a dangerous place. Some of us do not make it out alive. A divorce is only the beginning. After you leave the abuser comes for your children. Family court tortures you & throws you & your children into an invisible cage. 

💜💔🇺🇸❤️🤍💙

#warathome #believesurvivors #familycourtawarenessmonth #metoofamilycourt #america #childabuse #domesticviolence #childabuseawareness #domesticviolencesurvivor #justiceforlaurelandnova #momlife #postseperationabuse #coercivecontrol #divorce #ptsd #humanrights #childrenarenotforsale #familycourt #bigfoot #narcwise #familycourtreform #familycourtcrisis #parentalalienation #texas #southerncharm #beautiful #momlife #narcissisticabuse #childcustody #divorcinganarcissist","[""#warathome"",""#believesurvivors"",""#familycourtawarenessmonth"",""#metoofamilycourt"",""#america"",""#childabuse"",""#domesticviolence"",""#childabuseawareness"",""#domesticviolencesurvivor"",""#justiceforlaurelandnova"",""#momlife"",""#postseperationabuse"",""#coercivecontrol"",""#divorce"",""#ptsd"",""#humanrights"",""#childrenarenotforsale"",""#familycourt"",""#bigfoot"",""#narcwise"",""#familycourtreform"",""#familycourtcrisis"",""#parentalalienation"",""#texas"",""#southerncharm"",""#beautiful"",""#momlife"",""#narcissisticabuse"",""#childcustody"",""#divorcinganarcissist""]",2024-02-25,0,14,0,[],negative
"Directors in their 30s should never seduce a female actor (or any actor of any gender), under the age of 20. Really it shouldn’t happen. 

To the young actors out there, protect yourself. Even if you feel attraction to an adult director above the age of 30… ask yourself why you are and if it seems appropriate or inappropriate for them to be secretly dating you. Ask yourself why it’s a secret, and who it benefits. 
I would say to the directors… please do not date anyone who works for you under the age of 20. If you are an adult director, leave the actors under the age of 20 alone. Just don’t do it.Ask yourself why you are interested in a young actor playing a teen character, even if they are 18 or 19, technically adult, but ask yourself why you are pursuing them? Then ask yourself why you feel the need to keep it secret. Power is power. You know you have power in this circumstance, as an older adult, and as a director. Stay away from the young ones. Don’t do it. 
✊🏼
#speakout #power #film #tv #inappropriate #behavior #truthtopower #metoo #timesup #equity #protection #protectyoungactors #free #advocacy #growth #industry #filmindustry #practices #change #culture #newday #stop #dontdoit #enlightened #nogoingback #riseup #learn #nosecrets #loveshouldnthurt","[""#speakout"",""#power"",""#film"",""#tv"",""#inappropriate"",""#behavior"",""#truthtopower"",""#metoo"",""#timesup"",""#equity"",""#protection"",""#protectyoungactors"",""#free"",""#advocacy"",""#growth"",""#industry"",""#filmindustry"",""#practices"",""#change"",""#culture"",""#newday"",""#stop"",""#dontdoit"",""#enlightened"",""#nogoingback"",""#riseup"",""#learn"",""#nosecrets"",""#loveshouldnthurt""]",2024-02-26,1,26,0,"[""🙌🏿🙌🏿🙌🏿🙌🏿""]",negative
"✨anyone who believes that women are humans too and deserve equal social/political/personal rights can be a feminist, it's not that complicated! ✨
.
.
.
💞 True feminists don't want matriarchy, just like we don't want patriarchy 💞
.
.
.
🗣️ #feminist #feminism #intersectionalfeminism #feminista #womensrights #feministart #equality #prochoice #genderequality #feministquotes #patriarchy #smashthepatriarchy #equalrights #sexism #feminismo #misogyny #fuckpatriarchy #feminismisforeverybody #intersectionalfeminist #metoo #feminismquotes #womenempowerment #sevaacaer #feministmemes #feministmovement #humanrights #girlpower #feministas #feminists","[""#feminist"",""#feminism"",""#intersectionalfeminism"",""#feminista"",""#womensrights"",""#feministart"",""#equality"",""#prochoice"",""#genderequality"",""#feministquotes"",""#patriarchy"",""#smashthepatriarchy"",""#equalrights"",""#sexism"",""#feminismo"",""#misogyny"",""#fuckpatriarchy"",""#feminismisforeverybody"",""#intersectionalfeminist"",""#metoo"",""#feminismquotes"",""#womenempowerment"",""#sevaacaer"",""#feministmemes"",""#feministmovement"",""#humanrights"",""#girlpower"",""#feministas"",""#feminists""]",2024-02-27,0,2,0,[],positive
"Nous venons d’apprendre que deux viols et une agression sexuelle ne sont pas prescrits. On ne va pas se réjouir de compter de nouvelles victimes. Mais cela nous laisse à toutes l’espoir d’avoir un jour un procès. 
#ppda #affairePPDA #metoo #impunité #justice","[""#ppda"",""#affairePPDA"",""#metoo"",""#impunité"",""#justice""]",2024-02-28,29,280,0,"[""😍❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️"",""👏"",""❤ Solidarité ❤"",""Courage 🙌🙌🙌🤗"",""Force et Courage 💜💜💜"",""Pensées aux victimes qui n’auront pas de procès. On vous croit. On vous soutient. On a le cœur serré que la justice ne vous entende pas."",""❤️‍🔥il le faut""]",neutral
"Helpful reminder for a Monday. 

You are not your work. 

You are not the you who is late for work, early for work, enjoys your work, or can't wait for work to end. 

You are not what you do, or how you feel. 

What makes up you is a complex beautiful tapestry of experiences, dreams, potential, loves, beliefs, past lives, future lives, friendships, acquaintances, the interaction with the stranger on the train. 

Big milestones, small fancies. 

But the main message here - you are not your work. 

And therefore, do not fear a Monday morning. 

It is just another day, another opportunity to get to know yourself a little bit deeper. 

And, breathe.... 

#SelfCareTips #selfcare #selfcarematters #MondayVibes #MondayMood #MondayBlues #WorkLife
#NoMeansNo #Pacing #PaceYourself #SpoonTheory #ChronicIllness #Spoonie #MillionsMissing #TraumaRecovery #SexualAssault #SexualAssaultSurvivor #MeToo #traumahealing #traumainformed #mentalhealthweek #mentalhealthmonth #mentalhealthtips #mentalhealth #mentalhealthmatters #mentalhealthsupport #mentalhealthwarrior #mentalhealthawareness #TasteOfRecovery","[""#SelfCareTips"",""#selfcare"",""#selfcarematters"",""#MondayVibes"",""#MondayMood"",""#MondayBlues"",""#WorkLife"",""#NoMeansNo"",""#Pacing"",""#PaceYourself"",""#SpoonTheory"",""#ChronicIllness"",""#Spoonie"",""#MillionsMissing"",""#TraumaRecovery"",""#SexualAssault"",""#SexualAssaultSurvivor"",""#MeToo"",""#traumahealing"",""#traumainformed"",""#mentalhealthweek"",""#mentalhealthmonth"",""#mentalhealthtips"",""#mentalhealth"",""#mentalhealthmatters"",""#mentalhealthsupport"",""#mentalhealthwarrior"",""#mentalhealthawareness"",""#TasteOfRecovery""]",2024-02-26,0,4,0,[],positive
"Removing children from a protective & loving parent is called the “death penalty of family court” 

It happens all the time. Children are being handed to monsters using tax payer dollars.

There is a war at home. If only someone knew? 

❤️🤍💙 🤫❤️‍🩹💔

Post separation abuse is a dangerous place. Some of us do not make it out alive. A divorce is only the beginning. After you leave the abuser comes for your children. Family court tortures you & throws you & your children into an invisible cage. 

💜💔🇺🇸❤️🤍💙

#warathome #believesurvivors #familycourtawarenessmonth #metoofamilycourt #america #childabuse #domesticviolence #childabuseawareness #domesticviolencesurvivor #justiceforlaurelandnova #momlife #postseperationabuse #coercivecontrol #divorce #ptsd #humanrights #childrenarenotforsale #familycourt #bigfoot #narcwise #familycourtreform #familycourtcrisis #parentalalienation #death #parent #crow #deathpenalty #narcissisticabuse #childcustody #divorcinganarcissist","[""#warathome"",""#believesurvivors"",""#familycourtawarenessmonth"",""#metoofamilycourt"",""#america"",""#childabuse"",""#domesticviolence"",""#childabuseawareness"",""#domesticviolencesurvivor"",""#justiceforlaurelandnova"",""#momlife"",""#postseperationabuse"",""#coercivecontrol"",""#divorce"",""#ptsd"",""#humanrights"",""#childrenarenotforsale"",""#familycourt"",""#bigfoot"",""#narcwise"",""#familycourtreform"",""#familycourtcrisis"",""#parentalalienation"",""#death"",""#parent"",""#crow"",""#deathpenalty"",""#narcissisticabuse"",""#childcustody"",""#divorcinganarcissist""]",2024-02-22,4,15,0,"[""🙏🙏🙏🙏🙏🙏"",""F*n Amen!"",""For sure!!!!"",""so many people tell us to ignore it and be grateful for what we got. I am grateful for what I got but I refuse to ignore the pain of my children being separated from their mother. I was mommy to my two youngest until Family Court 💔😭.""]",negative
"Many victim-survivors find themselves accused of “causing drama” when they seek support from friends and family. Shaming survivors like this causes so much harm; it not only harms the survivor but perpetrates rape culture. 

Speaking out and trying to get support from people you trust enough to tell is NOT “causing drama”.

Believe survivors. Support survivors. 

💖

Survivors, we see you, we hear you, we believe you, and we stand by you. 

📌 See our pinned post for national and state based services. If you or someone you know is at immediate risk, contact emergency services on 000.

💖💬 Like/comment/share/save to help this post reach more survivors in need of support 🌟 Follow to join our community of survivors 💖

Not getting our posts on your feed? Add us to your Favourites feed ✅

.
.
.
#mythbustingmonday #believesurvivors #supportsurvivors #endrapeculture #sexualassaultawareness #abuse #sexualassault #sexualassaultsurvivor #domesticviolence #coercivecontrol #abuseawareness #abusiverelationship #abusesurvivor #sexualabuseawareness #victimblaming #endvictimblaming #intimatepartnerviolence #intimatepartnerabuse #domesticabuse #domesticabuseawareness #domesticviolencesurvivor #domesticabusesurvivor #narcissisticabusesurvivor #noexcuseforabuse #enddomesticviolence #sexualabusesurvivor #metoomovement #metoo #empoweredhearts","[""#mythbustingmonday"",""#believesurvivors"",""#supportsurvivors"",""#endrapeculture"",""#sexualassaultawareness"",""#abuse"",""#sexualassault"",""#sexualassaultsurvivor"",""#domesticviolence"",""#coercivecontrol"",""#abuseawareness"",""#abusiverelationship"",""#abusesurvivor"",""#sexualabuseawareness"",""#victimblaming"",""#endvictimblaming"",""#intimatepartnerviolence"",""#intimatepartnerabuse"",""#domesticabuse"",""#domesticabuseawareness"",""#domesticviolencesurvivor"",""#domesticabusesurvivor"",""#narcissisticabusesurvivor"",""#noexcuseforabuse"",""#enddomesticviolence"",""#sexualabusesurvivor"",""#metoomovement"",""#metoo"",""#empoweredhearts""]",2024-02-26,0,25,0,[],positive
"Find me in the woods where I’m free to be a woman & a mother. In the urban jungle I’m treated like I’m nothing. In nature I can be how God made me: wild & beautifully free. 

I live in a man’s world. I’m a man’s world I can’t have feelings, or be vulnerable or be a mother to my children. On this urban jungle I’m in an invisible cage punished for being a female. 

There is a war at home. If only someone knew? 

❤️🤍💙 🤫❤️‍🩹💔

Post separation abuse is a dangerous place. Some of us do not make it out alive. A divorce is only the beginning. After you leave the abuser comes for your children. Family court tortures you & throws you & your children into an invisible cage. 

💜💔🇺🇸❤️🤍💙

#warathome #believesurvivors #familycourtawarenessmonth #metoofamilycourt #america #childabuse #domesticviolence #childabuseawareness #domesticviolencesurvivor #justiceforlaurelandnova #momlife #postseperationabuse #coercivecontrol #divorce #ptsd #humanrights #childrenarenotforsale #familycourt #bigfoot #narcwise #familycourtreform #familycourtcrisis #parentalalienation #poem #women #freedom #wildheart #narcissisticabuse #childcustody #divorcinganarcissist","[""#warathome"",""#believesurvivors"",""#familycourtawarenessmonth"",""#metoofamilycourt"",""#america"",""#childabuse"",""#domesticviolence"",""#childabuseawareness"",""#domesticviolencesurvivor"",""#justiceforlaurelandnova"",""#momlife"",""#postseperationabuse"",""#coercivecontrol"",""#divorce"",""#ptsd"",""#humanrights"",""#childrenarenotforsale"",""#familycourt"",""#bigfoot"",""#narcwise"",""#familycourtreform"",""#familycourtcrisis"",""#parentalalienation"",""#poem"",""#women"",""#freedom"",""#wildheart"",""#narcissisticabuse"",""#childcustody"",""#divorcinganarcissist""]",2024-02-27,1,1,0,"[""🙌🙌🙌🔥""]",negative
